Timestamp,Cover Lens,Color,R,G,B,Brightness,u`,v`,X,Y,Z
2026-01-07 08:47:50,None,White,197,255,255,100,0.196602248564,0.461081739099,75.7428127617,78.9493125504,93.6846833298
2026-01-05 16:41:29,WarmGold,Orange,221,164,137,100,0.257943158975,0.49868133083,53.4588560178,45.9342086055,28.8433762861
2026-01-05 16:42:23,WarmGold,Blue,136,215,255,100,0.184164018394,0.426147792464,60.4897792663,62.2092466532,106.731857984
2026-01-05 16:42:35,WarmGold,Green,0,216,99,100,0.184164018394,0.426147792464,60.4897792663,62.2092466532,106.731857984
2026-01-05 16:43:29,WarmGold,Red,191,102,94,100,0.305902665366,0.49824699683,32.0679447637,23.2140030612,13.0147369055
2026-01-05 16:44:22,WarmGold,Yellow,209,212,103,100,0.221377766156,0.536309784978,58.6860306346,63.187902275,17.9578262286
2026-01-05 16:44:44,WarmGold,White,210,255,255,100,0.200090158324,0.461632223997,90.0181699499,92.3034747984,108.327294677
