Timestamp,Cover Lens,Color,R,G,B,Brightness,u`,v`,X,Y,Z
2026-01-08 15:40:21,WarmGold,Orange,206,158,140,100,0.25047909442,0.493063598054,51.5478423969,45.0982230283,31.7222505124
2026-01-08 15:41:14,WarmGold,Blue,139,211,255,100,0.184535843469,0.42452923985,64.3803086043,65.8259915721,114.579251958
2026-01-08 15:41:26,WarmGold,Green,0,216,99,100,0.184535843469,0.42452923985,64.3803086043,65.8259915721,114.579251958
2026-01-08 15:42:19,WarmGold,Red,193,102,95,100,0.304783880584,0.498586105477,35.220779974,25.6073494664,14.3027946513
2026-01-08 15:29:42,WarmGold,Yellow,211,210,103,100,0.222281430953,0.53627888693,63.5382274748,68.1302672355,19.2970720888
2026-01-08 15:30:05,WarmGold,White,213,255,255,100,0.199906828402,0.463046428807,98.1766946624,101.070124004,116.740164271
2026-01-08 15:38:47,WarmGold,Gray,96,137,147,100,0.187233965469,0.453144906642,23.7314345172,25.5266568681,33.4528862011
