"timestamp","u`","v`","X","Y","Z"
"2025-06-17 16:43:11.823",0.25405593053743,0.249857094607252,0.0642426381938116,0.0280803940298681,0.175341271951809
"2025-06-17 16:43:37.154",0.195180811424297,0.485201075355765,21.0005663592431,23.2024114944242,20.4483477482571
"2025-06-17 16:43:52.151",0.200719177258942,0.46759923785807,5.64676511388653,5.84658315978236,6.39504744254699
"2025-06-17 16:44:06.455",0.244283194604655,0.507201541267262,42.9744257225892,39.656514229721,21.9533087008047
"2025-06-17 16:44:18.109",0.189956355289292,0.471439635342077,11.5652648517891,12.7569052166008,13.5387863885164
"2025-06-17 16:46:40.616",0.120618087578812,0.554506824028943,69.5447947423021,142.094271023827,35.1073117897551
"2025-06-17 16:47:42.349",0.120838540773303,0.556264427545746,81.3859205867361,166.510865511567,38.3298689448674
"2025-06-17 16:48:17.504",0.119581551160272,0.558315987068402,88.9019685460758,184.478067578245,39.2319066136893
"2025-06-17 16:49:36.534",0.118200751076129,0.559252158305876,75.9973752931913,159.809836782303,32.8873073191067
"2025-06-17 16:50:04.552",0.263042300350283,0.539378169648055,135.469931352075,123.460537661266,24.2232847190588
"2025-06-17 16:50:31.765",0.348941067048718,0.530650424066176,116.025346675238,78.4199908806364,12.5675940076525
"2025-06-17 16:51:02.320",0.18837687656719,0.453994556581427,196.945479742624,210.953411588361,273.566437340456
"2025-06-17 16:51:30.568",0.238668659156435,0.328739536052143,107.762388137487,65.9692024832891,236.252680360256
"2025-06-17 16:51:57.736",0.163108673492032,0.244814651243998,50.460112694403,33.6609250931005,227.361986629629
"2025-06-17 16:53:21.790",0.195882768583587,0.460047597830091,243.566101069383,254.238231979373,305.524016509903
