TimeStamp,Color,R,G,B,x,y,u`,v`,X,Y,Z
2026-01-28T14:37:54,Blue,0,0,255,0.157274,0.0561,0.187306,0.150328,21.119571,7.533375,105.632382
2026-01-28T14:38:07,Green,0,255,0,0.347854,0.617528,0.143229,0.572101,40.217536,71.396134,4.002356
2026-01-28T14:38:21,Red,255,0,0,0.641814,0.333239,0.449195,0.524764,44.894865,23.310054,1.745093
2026-01-28T14:38:35,White,255,255,255,0.332926,0.320052,0.215668,0.466489,105.979878,101.881685,110.467416
