timestamp,u`,v`,X,Y,Z
43:52.2,0.200719177,0.467599238,5.646765114,5.84658316,6.395047443
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
